NewRecord,OldRecord,Date,Site,Block,Species,Units,FlowersPerUnit,TotalFlowers,PhotoID,AvgTallestFlower,PlotMortality,Coverage,Wind ,Temperature,Sky,VacuumTime,Notes,,,,,,,,,,
659,178,06/16/15,CRC,3,PEDI,283,1,283,90-94,109,0,70,8,70-82,clear,22,,,,,,,,,,,
660,182,06/16/15,CRC,4,PEDI,86,1,86,110-114,98.5,0,30,8,70-86,clear,15,,,,,,,,,,,
661,270,06/23/15,CRC,1,PEDI,246,1,246,62-66,85,0,45,11,73,clear,18,,,,,,,,,,,
662,274,06/23/15,CRC,2,PEDI,426,1,426,82-86,120,0,70,11,73,clear,24,,,,,,,,,,,
663,280,06/23/15,CRC,3,PEDI,328,1,328,113-117,112,0,60,11,73,clear,28,,,,,,,,,,,
664,283,06/23/15,CRC,4,PEDI,206,1,206,128-132,108,0,45,11,73,clear,20,,,,,,,,,,,
665,413,06/29/15,CRC,1,PEDI,84,1,84,35-39,86,0,30,,,cloudy,15,,,,,,,,,,,
666,419,06/29/15,CRC,2,PEDI,183,1,183,NA,109,0,55,,,cloudy,23,,,,,,,,,,,
667,429,06/29/15,CRC,3,PEDI,142,1,142,NA,111,0,60,,,cloudy,16,,,,,,,,,,,
668,433,06/29/15,CRC,4,PEDI,145,1,145,NA,102,0,40,,,cloudy,25,,,,,,,,,,,
669,22,06/02/15,CRC,2,PEHI,NA,NA,75,71-80,52,NA,NA,NA,NA,NA,16,,,,,,,,,,,
670,24,06/02/15,CRC,1,PEHI,NA,NA,23,61-70,42,NA,NA,NA,NA,NA,13,,,,,,,,,,,
671,25,06/02/15,CRC,4,PEHI,NA,NA,9,111-120,35.5,NA,NA,NA,NA,NA,13,,,,,,,,,,,
672,28,06/02/15,CRC,3,PEHI,NA,NA,185,101-110,55,NA,NA,NA,NA,NA,24,,,,,,,,,,,
673,75,06/09/15,CRC,1,PEHI,NA,NA,200,216-225,47.5,NA,NA,NA,NA,NA,17,,,,,,,,,,,
674,80,06/09/15,CRC,2,PEHI,NA,NA,385,246-255,60,NA,NA,NA,NA,NA,23,,,,,,,,,,,
675,86,06/09/15,CRC,3,PEHI,NA,NA,425,271-280,61.7,NA,NA,NA,NA,NA,18,,,,,,,,,,,
676,88,06/09/15,CRC,4,PEHI,NA,NA,108,286-295,52,NA,NA,NA,NA,NA,,,,,,,,,,,,
677,164,06/16/15,CRC,1,PEHI,287,1,287,35-44,52.5,0,90,8,70-75,clear,11,,,,,,,,,,,
678,168,06/16/15,CRC,2,PEHI,440,1,440,55-64,60,0,90,8,70-75,clear,20,,,,,,,,,,,
679,176,06/16/15,CRC,3,PEHI,413,1,413,80-89,64.6,0,90,8,70-80,clear,26,,,,,,,,,,,
680,180,06/16/15,CRC,4,PEHI,154,1,154,95-104,49.6,0,40,8,70-84,clear,14,looks like something layed on plot,,,,,,,,,,
681,21,06/02/15,CRC,1,POSI2,NA,NA,25,56-60,72,NA,NA,NA,NA,NA,12,,,,,,,,,,,
683,33,06/02/15,CRC,4,POSI2,NA,NA,5,NA,30.5,NA,NA,NA,NA,NA,NA,only 3 flowers,,,,,,,,,,
685,78,06/09/15,CRC,2,POSI2,NA,NA,6,236-240,20.2,NA,NA,NA,NA,NA,10,,,,,,,,,,,
686,91,06/09/15,CRC,1,POSI2,NA,NA,4,NA,12,NA,NA,NA,NA,NA,14,no pics since only 4 flowers,,,,,,,,,,
689,678,07/16/15,CRC,1,PYVI,158,7.53,1189.74,85-89,83,1,60,3.1,69,cloudy,23,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
690,693,07/16/15,CRC,2,PYVI,58,7.53,436.74,NA,83,1,55,3.1,69,cloudy,20,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
691,699,07/16/15,CRC,3,PYVI,298,7.53,2243.94,NA,83,0,60,3.1,69,cloudy,25,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
692,824,07/23/15,CRC,1,PYVI,1188,7.53,8945.64,26-30,83,1,50,4.4,74.1,partly cloudy,28,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
693,842,07/23/15,CRC,2,PYVI,1012,7.53,7620.36,NA,78,1,55,4.4,74.1,partly cloudy,31,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
694,860,07/23/15,CRC,3,PYVI,1299,7.53,9781.47,NA,88,0,80,4.4,74.1,partly cloudy,36,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
695,876,07/23/15,CRC,4,PYVI,7,7.53,52.71,NA,46,1,40,4.4,74.1,partly cloudy,6,"got 7.53 by adding 12.4, 6.4 and 3.8 and dividing by 3",,,,,,,,,,
696,1016,07/31/15,CRC,2,PYVI,1681,12.4,20844.4,NA,79,1,55,4.1,68.8,clear,38,,,,,,,,,,,
697,1043,07/31/15,CRC,3,PYVI,1528,12.4,18947.2,NA,86,0,,4.1,68.8,clear,27,,,,,,,,,,,
698,1059,07/31/15,CRC,4,PYVI,29,12.4,359.6,NA,61,1,20,4.1,68.8,clear,4,,,,,,,,,,,
699,1074,07/31/15,CRC,1,PYVI,640,12.4,7936,NA,84,1,45,4.1,68.8,clear,25,,,,,,,,,,,
700,863,07/23/15,CRC,3,RAPI,14,1,14,NA,113,0,80,4.4,74.1,partly cloudy,32,,,,,,,,,,,
701,867,07/23/15,CRC,4,RAPI,21,1,21,NA,122,0,100,4.4,74.1,partly cloudy,34,,,,,,,,,,,
702,1013,07/31/15,CRC,2,RAPI,8,1,8,NA,93,0,45,4.1,68.8,clear,8,,,,,,,,,,,
703,1026,07/31/15,CRC,4,RAPI,182,1,182,NA,149,0,78,4.1,68.8,clear,45,,,,,,,,,,,
704,1053,07/31/15,CRC,3,RAPI,127,1,127,NA,133,0,70,4.1,68.8,clear,34,,,,,,,,,,,
705,1078,07/31/15,CRC,1,RAPI,12,1,12,NA,110,0,50,4.1,68.8,clear,20,,,,,,,,,,,
706,1313,08/05/15,CRC,1,RAPI,64,1,64,270-274,132,0,80,1.2,70.5,clear,24,,,,,,,,,,,
707,1319,08/05/15,CRC,2,RAPI,11,1,11,NA,91,0,55,1.2,70.5,clear,5,,,,,,,,,,,
708,1332,08/05/15,CRC,3,RAPI,185,1,185,NA,143,0,100,1.2,70.5,clear,35,,,,,,,,,,,
709,1347,08/05/15,CRC,4,RAPI,359,1,359,NA,145,0,95,1.2,70.5,clear,36,,,,,,,,,,,
710,1387,08/11/15,CRC,1,RAPI,92,1,92,158-162,127,0,80,5.2,74,partly cloudy,23,,,,,,,,,,,
711,1392,08/11/15,CRC,2,RAPI,7,1,7,NA,92,0,80,5.2,74,partly cloudy,5,,,,,,,,,,,
712,1410,08/11/15,CRC,3,RAPI,180,1,180,NA,142,0,90,5.2,74,partly cloudy,35,,,,,,,,,,,
713,1417,08/11/15,CRC,4,RAPI,375,1,375,NA,150,0,100,5.2,74,partly cloudy,44,,,,,,,,,,,
714,826,07/23/15,CRC,1,RUHI2,81,1,81,33-37,74,0,60,4.4,74.1,partly cloudy,40,,,,,,,,,,,
715,850,07/23/15,CRC,2,RUHI2,31,1,31,NA,79,2,45,4.4,74.1,partly cloudy,22,,,,,,,,,,,
716,866,07/23/15,CRC,3,RUHI2,157,1,157,NA,70,1,95,4.4,74.1,partly cloudy,35,,,,,,,,,,,
717,1019,07/31/15,CRC,2,RUHI2,81,1,81,NA,82,2,25,4.1,68.8,clear,26,,,,,,,,,,,
718,1046,07/31/15,CRC,3,RUHI2,76,1,76,NA,65,0,80,4.1,68.8,clear,34,,,,,,,,,,,
719,1073,07/31/15,CRC,1,RUHI2,131,1,131,NA,67,0,50,4.1,68.8,clear,27,,,,,,,,,,,
720,1304,08/05/15,CRC,1,RUHI2,86,1,86,215-219,70,0,80,1.2,70.5,clear,22,,,,,,,,,,,
721,1335,08/05/15,CRC,3,RUHI2,81,1,81,NA,80,0,95,1.2,70.5,clear,24,,,,,,,,,,,
722,1365,08/05/15,CRC,2,RUHI2,69,1,69,NA,76,2,55,1.2,70.5,clear,22,,,,,,,,,,,
723,23,06/02/15,CRC,2,SEOB2,NA,NA,7,81-85,40,NA,NA,NA,NA,NA,4,1 flowering plant,,,,,,,,,,
724,27,06/02/15,CRC,1,SEOB2,NA,NA,90,51-55,69.5,NA,NA,NA,NA,NA,9,,,,,,,,,,,
725,29,06/02/15,CRC,3,SEOB2,NA,NA,70,96-100,66,NA,NA,NA,NA,NA,9,,,,,,,,,,,
727,79,06/09/15,CRC,2,SEOB2,NA,NA,15,241-245,45.4,NA,NA,NA,NA,NA,3,,,,,,,,,,,
728,84,06/09/15,CRC,3,SEOB2,NA,NA,17,261-265,62,NA,NA,NA,NA,NA,6,going to seed,,,,,,,,,,
729,90,06/09/15,CRC,1,SEOB2,NA,NA,17,,57.1,NA,NA,NA,NA,NA,,,,,,,,,,,,
730,1581,08/18/15,CRC,1,SIIN2,176,1,176,436-440,162,0,80,4,80.2,partly cloudy,50,,,,,,,,,,,
731,1599,08/18/15,CRC,2,SIIN2,154,1,154,NA,174,0,,4,80.2,partly cloudy,48,,,,,,,,,,,
732,1613,08/18/15,CRC,3,SIIN2,270,1,270,NA,177,0,90,4,80.2,partly cloudy,46,,,,,,,,,,,
733,1636,08/18/15,CRC,4,SIIN2,158,1,158,NA,177,0,70,4.8,80.4,partly cloudy,38,,,,,,,,,,,
734,1837,08/28/15,CRC,1,SIIN2,259,1,259,185-189,166,0,95,1.7,66,partly cloudy,56,,,,,,,,,,,
735,1853,08/28/15,CRC,2,SIIN2,239,1,239,NA,178,0,95,1.7,66,partly cloudy,74,,,,,,,,,,,
736,1861,08/28/15,CRC,3,SIIN2,253,1,253,NA,183,0,95,1.7,66,partly cloudy,58,,,,,,,,,,,
737,1879,08/28/15,CRC,4,SIIN2,101,1,101,NA,181,0,85,1.7,66,partly cloudy,31,,,,,,,,,,,
738,2004,09/03/15,CRC,1,SIIN2,142,1,142,NA,168,0,80,,,,35,,,,,,,,,,,
739,2018,09/03/15,CRC,2,SIIN2,119,1,119,NA,168,0,80,,,,28,,,,,,,,,,,
740,2025,09/03/15,CRC,3,SIIN2,129,1,129,NA,186,0,85,,,,33,,,,,,,,,,,
741,2042,09/03/15,CRC,4,SIIN2,77,1,77,NA,181,0,68,,,,21,,,,,,,,,,,
742,1871,08/28/15,CRC,4,SILA3,9,1,9,240-244,157,0,50,1.7,66,partly cloudy,13,,,,,,,,,,,
743,2037,09/03/15,CRC,4,SILA3,25,1,25,NA,159,0,30,,,,12,,,,,,,,,,,
744,1406,08/11/15,CRC,3,SITE,5,1,5,178-182,172,0,45,5.2,74,partly cloudy,10,,,,,,,,,,,
745,1612,08/18/15,CRC,3,SITE,14,1,14,494-498,89,0,40,4,80.2,partly cloudy,16,,,,,,,,,,,
746,1627,08/18/15,CRC,4,SITE,6,1,6,NA,159,0,30,4,80.2,partly cloudy,13,,,,,,,,,,,
747,1863,08/28/15,CRC,3,SITE,5,1,5,235-239,149,0,50,1.7,66,partly cloudy,11,,,,,,,,,,,
748,1296,08/05/15,CRC,1,SOJU,39,33.8,1318.2,177-181,132,0,50,1.2,70.5,clear,13,,,,,,,,,,,
749,1326,08/05/15,CRC,3,SOJU,62,33.8,2095.6,NA,103,1,45,1.2,70.5,clear,21,,,,,,,,,,,
750,1374,08/11/15,CRC,1,SOJU,98,57.4,5625.2,193-197,123,1,50,5.2,74,partly cloudy,17,,,,,,,,,,,
751,1407,08/11/15,CRC,3,SOJU,144,57.4,8265.6,NA,107,1,50,5.2,74,partly cloudy,16,,,,,,,,,,,
752,1578,08/18/15,CRC,1,SOJU,207,25.8,5340.6,420-425,84,1,45,4,80.2,partly cloudy,16,,,,,,,,,,,
753,1610,08/18/15,CRC,3,SOJU,342,24.8,8481.6,NA,107,1,50,4,80.2,partly cloudy,24,,,,,,,,,,,
754,830,07/23/15,CRC,1,SONE,319,32.6,10399.4,52-57,117,2,50,4.4,74.1,partly cloudy,31,,,,,,,,,,,
755,853,07/23/15,CRC,3,SONE,27,32.6,880.2,NA,87,2,15,4.4,74.1,partly cloudy,5,,,,,,,,,,,
756,870,07/23/15,CRC,4,SONE,250,32.6,8150,NA,103,1,70,4.4,74.1,partly cloudy,49,,,,,,,,,,,
757,1028,07/31/15,CRC,4,SONE,442,48.2,21304.4,NA,95,1,40,4.1,68.8,clear,23,,,,,,,,,,,
758,1039,07/31/15,CRC,3,SONE,71,48.2,3422.2,NA,87,2,10,4.1,68.8,clear,7,,,,,,,,,,,
759,1068,07/31/15,CRC,1,SONE,534,48.2,25738.8,NA,116,1,55,4.1,68.8,clear,27,,,,,,,,,,,
760,1301,08/05/15,CRC,1,SONE,173,39.8,6885.4,197-201,91,1,60,1.2,70.5,clear,22,,,,,,,,,,,
761,1321,08/05/15,CRC,3,SONE,14,39.8,557.2,NA,75,2,10,1.2,70.5,clear,12,,,,,,,,,,,
762,1350,08/05/15,CRC,4,SONE,61,39.8,2427.8,NA,99,0,60,1.2,70.5,clear,34,,,,,,,,,,,
763,2238,09/17/15,CRC,1,SOSP2,82,26,2132,81-85,97,0,55,,,clear,13,,,,,,,,,,,
764,2244,09/17/15,CRC,2,SOSP2,22,26,572,NA,132,0,100,,,clear,17,,,,,,,,,,,
765,2245,09/17/15,CRC,3,SOSP2,3,10,30,NA,98,0,70,,,clear,5,small units,,,,,,,,,,
766,2253,09/17/15,CRC,4,SOSP2,126,26,3276,NA,114,0,75,,,clear,14,,,,,,,,,,,
767,2341,09/24/15,CRC,1,SOSP2,205,51.4,10537,NA,104,0,50,,,partly cloudy,30,,,,,,,,,,,
768,2346,09/24/15,CRC,2,SOSP2,321,51.4,16499.4,NA,133,0,95,,,partly cloudy,44,,,,,,,,,,,
769,2348,09/24/15,CRC,3,SOSP2,126,51.4,6476.4,NA,103,0,65,,,partly cloudy,17,,,,,,,,,,,
770,2355,09/24/15,CRC,4,SOSP2,307,51.4,15779.8,NA,113,0,85,,,partly cloudy,35,,,,,,,,,,,
771,2144,09/10/15,CRC,1,SYOO,32,1,32,1--5,55,0,60,,,partly cloudy/clear,9,,,,,,,,,,,
772,2149,09/10/15,CRC,2,SYOO,237,1,237,NA,76,0,75,,,partly cloudy/clear,16,,,,,,,,,,,
773,2152,09/10/15,CRC,3,SYOO,258,1,258,NA,73,0,80,,,partly cloudy/clear,23,,,,,,,,,,,
774,2236,09/17/15,CRC,1,SYOO,313,1,313,NA,61,0,75,,,clear,22,,,,,,,,,,,
775,2243,09/17/15,CRC,2,SYOO,934,1,934,NA,77,0,90,,,clear,22,,,,,,,,,,,
776,2246,09/17/15,CRC,3,SYOO,706,1,706,NA,85,0,90,,,clear,30,,,,,,,,,,,
777,2251,09/17/15,CRC,4,SYOO,45,1,45,NA,35,0,20,,,clear,4,,,,,,,,,,,
778,2338,09/24/15,CRC,1,SYOO,2252,1,2252,NA,75,0,90,,,partly cloudy,37,,,,,,,,,,,
779,2344,09/24/15,CRC,2,SYOO,2444,1,2444,NA,87,0,100,,,partly cloudy,41,,,,,,,,,,,
780,2349,09/24/15,CRC,3,SYOO,1868,1,1868,NA,82,0,100,,,partly cloudy,43,,,,,,,,,,,
781,2353,09/24/15,CRC,4,SYOO,37,1,37,NA,41,0,20,,,partly cloudy,5,,,,,,,,,,,
782,2146,09/10/15,CRC,1,SYSE2,461,1,461,NA,42,0,85,,,partly cloudy/clear,25,,,,,,,,,,,
783,2150,09/10/15,CRC,2,SYSE2,114,1,114,NA,56,1,60,,,partly cloudy/clear,14,,,,,,,,,,,
784,2156,09/10/15,CRC,3,SYSE2,89,1,89,NA,56,0,50,,,partly cloudy/clear,16,,,,,,,,,,,
785,2160,09/10/15,CRC,4,SYSE2,97,1,97,NA,34,0,75,,,partly cloudy/clear,12,,,,,,,,,,,
786,2235,09/17/15,CRC,1,SYSE2,521,1,521,NA,44,0,95,,,clear,21,,,,,,,,,,,
787,2242,09/17/15,CRC,2,SYSE2,113,1,113,NA,36,1,50,,,clear,14,,,,,,,,,,,
788,2249,09/17/15,CRC,3,SYSE2,101,1,101,NA,48,0,50,,,clear,11,,,,,,,,,,,
789,2252,09/17/15,CRC,4,SYSE2,296,1,296,NA,34,0,55,,,clear,17,,,,,,,,,,,
790,2340,09/24/15,CRC,1,SYSE2,304,1,304,NA,42,0,90,,,partly cloudy,21,,,,,,,,,,,
791,2345,09/24/15,CRC,2,SYSE2,168,1,168,NA,33,1,50,,,partly cloudy,13,,,,,,,,,,,
792,2351,09/24/15,CRC,3,SYSE2,87,1,87,NA,33,0,40,,,partly cloudy,12,,,,,,,,,,,
793,2354,09/24/15,CRC,4,SYSE2,153,1,153,NA,37,0,60,,,partly cloudy,18,,,,,,,,,,,
794,679,07/16/15,CRC,1,TROH,70,1,70,NA,104,0,80,3.1,69,cloudy,26,,,,,,,,,,,
795,695,07/16/15,CRC,3,TROH,56,1,56,NA,75,0,75,3.1,69,cloudy,23,,,,,,,,,,,
796,838,07/23/15,CRC,1,TROH,73,1,73,95-99,96,0,95,4.4,74.1,partly cloudy,25,"closed flowers but vacuumed anyway, 3 flowers",,,,,,,,,,
797,855,07/23/15,CRC,3,TROH,126,1,126,NA,75,0,80,4.4,74.1,partly cloudy,31,"no flowers open in afternoon, vacuuming anyway",,,,,,,,,,
798,873,07/23/15,CRC,4,TROH,6,1,6,NA,35,0,40,4.4,74.1,partly cloudy,8,"no flowers open, still vacuumed",,,,,,,,,,
799,1037,07/31/15,CRC,3,TROH,45,1,45,NA,61,0,65,4.1,68.8,clear,20,flowers closed,,,,,,,,,,
800,1060,07/31/15,CRC,4,TROH,16,1,16,NA,61,0,50,4.1,68.8,clear,10,,,,,,,,,,,
801,1075,07/31/15,CRC,1,TROH,30,1,30,NA,91,0,45,4.1,68.8,clear,15,flowers closed,,,,,,,,,,
802,430,06/29/15,CRC,3,VEST,18,8.6,154.8,83-87,72,0,35,,,cloudy,15,,,,,,,,,,,
803,496,07/06/15,CRC,2,VEST,16,13.8,220.8,94-98,84,2,50,,,,19,,,,,,,,,,,
804,503,07/06/15,CRC,3,VEST,44,13.8,607.2,NA,89,0,70,,,,22,,,,,,,,,,,
805,510,07/06/15,CRC,4,VEST,7,13.8,96.6,NA,88.5,2,40,,,,9,,,,,,,,,,,
806,686,07/16/15,CRC,2,VEST,97,17.4,1687.8,113-117,99,2,50,3.1,69,cloudy,25,,,,,,,,,,,
807,702,07/16/15,CRC,3,VEST,187,17.4,3253.8,NA,102,0,80,3.1,69,cloudy,41,,,,,,,,,,,
808,707,07/16/15,CRC,1,VEST,12,17.4,208.8,NA,66,0,50,3.1,69,cloudy,16,,,,,,,,,,,
809,831,07/23/15,CRC,1,VEST,62,16.4,1016.8,58-62,77,0,65,4.4,74.1,partly cloudy,22,,,,,,,,,,,
810,846,07/23/15,CRC,2,VEST,109,16.4,1787.6,NA,108,20,50,4.4,74.1,partly cloudy,21,,,,,,,,,,,
811,865,07/23/15,CRC,3,VEST,218,16.4,3575.2,NA,110,0,80,4.4,74.1,partly cloudy,34,,,,,,,,,,,
812,1014,07/31/15,CRC,2,VEST,66,16.2,1069.2,NA,93,2,35,4.1,68.8,clear,17,,,,,,,,,,,
813,1049,07/31/15,CRC,3,VEST,105,16.2,1701,NA,114,0,60,4.1,68.8,clear,22,,,,,,,,,,,
814,1070,07/31/15,CRC,1,VEST,114,16.2,1846.8,NA,77,0,50,4.1,68.8,clear,24,,,,,,,,,,,
815,1300,08/05/15,CRC,1,VEST,144,10.4,1497.6,192-196,96,0,70,1.2,70.5,clear,25,,,,,,,,,,,
816,1334,08/05/15,CRC,3,VEST,73,10.4,759.2,NA,117,0,70,1.2,70.5,clear,25,,,,,,,,,,,
817,1362,08/05/15,CRC,2,VEST,29,10.4,301.6,NA,89,2,40,1.2,70.5,clear,11,,,,,,,,,,,
818,2212,9/16/2015,SWMREC,1,SOSP2,115,39.2,4508,176713.6,118,0,65,6.2,77.9,clear,35,,,,,,,,,,,
819,2216,9/16/2015,SWMREC,2,SOSP2,22,39.2,862.4,33806.08,69,0,90,6.2,77.9,clear,13,,,,,,,,,,,
820,2221,9/16/2015,SWMREC,3,SOSP2,30,39.2,1176,46099.2,109,0,80,6.2,77.9,clear,9,,,,,,,,,,,
821,2225,9/16/2015,SWMREC,4,SOSP2,58,39.2,2273.6,89125.12,103,0,50,6.2,77.9,clear,15,,,,,,,,,,,
822,2322,9/23/2015,SWMREC,1,SOSP2,281,72.8,20456.8,1489255.04,135,0,85,3.9,76.6,clear,36,,,,,,,,,,,
823,2325,9/23/2015,SWMREC,2,SOSP2,313,72.8,22786.4,1658849.92,82,0,90,3.9,76.6,clear,37,,,,,,,,,,,
824,2327,9/23/2015,SWMREC,3,SOSP2,236,72.8,17180.8,1250762.24,128,0,75,3.9,76.6,clear,32,,,,,,,,,,,
825,2328,9/23/2015,SWMREC,4,SOSP2,186,72.8,13540.8,985770.24,108,0,50,3.9,76.6,clear,22,,,,,,,,,,,
826,2365,9/28/2015,SWMREC,1,SOSP2,83,101.2,8399.6,850039.52,134,0,60,,,overcast,34,,,,,,,,,,,
827,2368,9/28/2015,SWMREC,2,SOSP2,101,101.2,10221.2,1034385.44,81,0,95,,,overcast,31,,,,,,,,,,,
828,2370,9/28/2015,SWMREC,3,SOSP2,102,101.2,10322.4,1044626.88,128,0,70,,,overcast,34,,,,,,,,,,,
829,2372,9/28/2015,SWMREC,4,SOSP2,58,101.2,5869.6,594003.52,108,0,50,,,overcast,22,,,,,,,,,,,
830,2215,9/16/2015,SWMREC,1,SYOO,408,1,408,408,56,0,80,6.2,77.9,clear,20,,,,,,,,,,,
831,2217,9/16/2015,SWMREC,2,SYOO,1632,1,1632,1632,87,0,75,6.2,77.9,clear,31,,,,,,,,,,,
832,2220,9/16/2015,SWMREC,3,SYOO,413,1,413,413,98,0,50,6.2,77.9,clear,16,,,,,,,,,,,
833,2226,9/16/2015,SWMREC,4,SYOO,1924,1,1924,1924,127,0,70,6.2,77.9,clear,42,,,,,,,,,,,
834,2323,9/23/2015,SWMREC,1,SYOO,1974,1,1974,1974,67,0,90,3.9,76.6,clear,27,,,,,,,,,,,
835,2324,9/23/2015,SWMREC,2,SYOO,2544,1,2544,2544,102,0,90,3.9,76.6,clear,42,,,,,,,,,,,
836,2326,9/23/2015,SWMREC,3,SYOO,799,1,799,799,98,0,50,3.9,76.6,clear,25,,,,,,,,,,,
837,2329,9/23/2015,SWMREC,4,SYOO,2578,1,2578,2578,129,0,95,3.9,76.6,clear,43,,,,,,,,,,,
838,2366,9/28/2015,SWMREC,1,SYOO,2292,1,2292,2292,71,0,90,,,overcast,36,,,,,,,,,,,
839,2367,9/28/2015,SWMREC,2,SYOO,1746,1,1746,1746,95,0,75,,,overcast,40,,,,,,,,,,,
840,2369,9/28/2015,SWMREC,3,SYOO,559,1,559,559,100,0,50,,,overcast,21,,,,,,,,,,,
841,2371,9/28/2015,SWMREC,4,SYOO,1268,1,1268,1268,111,0,90,,,overcast,39,,,,,,,,,,,
842,559,7/9/2015,NWMHRC,4,ACMI2,59,145,8555,81-85,82,,90,3.2,70,partly cloudy,26.7,,,,,,,,,,,
843,572,7/9/2015,NWMHRC,3,ACMI2,74,145,10730,NA,68,,75,3.2,70,partly cloudy,29.7,,,,,,,,,,,
844,576,7/9/2015,NWMHRC,1,ACMI2,31,145,4495,NA,65,,65,3.2,70,partly cloudy,29,,,,,,,,,,,
845,588,7/9/2015,NWMHRC,2,ACMI2,39,145,5655,NA,49,,70,3.2,70,partly cloudy,32,,,,,,,,,,,
846,727,7/16/2015,NWMHRC,4,ACMI2,120,58.8,7056,2201-2203,80,0,95,,,clear,20,,,,,,,,,,,
847,732,7/16/2015,NWMHRC,3,ACMI2,140,58.8,8232,2216,77,0,85,,,clear,18,,,,,,,,,,,
848,752,7/16/2015,NWMHRC,1,ACMI2,68,58.8,3998.4,2241,62,0,65,,,,12,,,,,,,,,,,
849,754,7/16/2015,NWMHRC,2,ACMI2,70,58.8,4116,2243,52,0,75,,,,15,,,,,,,,,,,
850,898,7/24/2015,NWMHRC,4,ACMI2,102,43.2,4406.4,2195,82,0,100,6.3,78.2,clear,17,,,,,,,,,,,
851,911,7/24/2015,NWMHRC,1,ACMI2,70,43.2,3024,2180,65,0,85,6.3,78.2,clear,16,,,,,,,,,,,
852,916,7/24/2015,NWMHRC,2,ACMI2,80,43.2,3456,2154,54,0,95,9.8,80.6,partly cloudy,17,,,,,,,,,,,
853,928,7/24/2015,NWMHRC,3,ACMI2,169,43.2,7300.8,2104,73,0,100,9.8,80.6,partly cloudy,25,,,,,,,,,,,
854,1169,07/30/15,NWMHRC,1,AMCA6,31,1,31,2193,57,0,45,4.6,70.1,clear,11,changed #flowers/unit from 51 to 1,,,,,,,,,,
855,1185,07/30/15,NWMHRC,3,AMCA6,68,1,68,2082-2086,60,0,20,4.6,70.1,clear,5,,,,,,,,,,,
856,1203,07/30/15,NWMHRC,4,AMCA6,44,1,44,2132,40,0,35,4.6,70.1,clear,10,,,,,,,,,,,
857,1219,07/30/15,NWMHRC,2,AMCA6,52,1,52,2165,52,0,20,4.6,70.1,clear,6,,,,,,,,,,,
858,1224,08/06/15,NWMHRC,3,AMCA6,16,1,16,102-106,63,1,30,3.4,74.4,clear,9,,,,,,,,,,,
859,1244,08/06/15,NWMHRC,1,AMCA6,23,1,23,122-126,58.5,0,55,3.4,74.4,clear,11,,,,,,,,,,,
860,1279,08/06/15,NWMHRC,4,AMCA6,6,1,6,53-56,57,0,35,3.4,74.4,clear,6,,,,,,,,,,,
861,1522,08/13/15,NWMHRC,1,AMCA6,12,1,12,93,58,0,60,,,partly cloudy,11,,,,,,,,,,,
862,1527,08/13/15,NWMHRC,4,AMCA6,5,1,5,96,49,0,50,,,partly cloudy,4,,,,,,,,,,,
863,1542,08/13/15,NWMHRC,3,AMCA6,17,1,17,148,70,0,35,,,partly cloudy,6,,,,,,,,,,,
864,723.1,7/16/2015,NWMHRC,4,ASSY,27,1,27,2173-2180,60,0,45,,,clear,3,,,,,,,,,,,
865,894,7/24/2015,NWMHRC,4,ASSY,46,1,46,2189,68,0,75,6.3,78.2,clear,6,,,,,,,,,,,
866,931,7/24/2015,NWMHRC,3,ASSY,86,1,86,2127-2140,82,0,80,9.8,80.6,partly cloudy,7,,,,,,,,,,,
867,1179,7/30/2015,NWMHRC,3,ASSY,60,1,60,2072,82.5,0,70,4.6,70.1,clear,6,,,,,,,,,,,
869,725,7/16/2015,NWMHRC,4,ASTU,14,17.4,243.6,2186-2195,54,0,35,,,clear,9,,,,,,,,,,,
870,734,7/16/2015,NWMHRC,3,ASTU,99,1,99,2218,48,1,30,,,clear,5,,,,,,,,,,,
871,743,7/16/2015,NWMHRC,1,ASTU,102,1,102,2227,51,0,30,,,,6,,,,,,,,,,,
872,900,7/24/2015,NWMHRC,4,ASTU,158,1,158,2197,58.5,0,40,6.3,78.2,clear,11,,,,,,,,,,,
873,904,7/24/2015,NWMHRC,1,ASTU,156,1,156,2165,51,0,55,6.3,78.2,clear,8,,,,,,,,,,,
874,929,7/24/2015,NWMHRC,3,ASTU,185,1,185,2105-2114,47,1,40,9.8,80.6,partly cloudy,11,,,,,,,,,,,
875,1165,7/30/2015,NWMHRC,1,ASTU,194,1,194,2186,55,0,40,4.6,70.1,clear,12,,,,,,,,,,,
876,1183,7/30/2015,NWMHRC,3,ASTU,164,1,164,2076,54,1,35,4.6,70.1,clear,10,,,,,,,,,,,
877,1195,7/30/2015,NWMHRC,4,ASTU,85,1,85,2119,58,0,30,4.6,70.1,clear,10,,,,,,,,,,,
